,source,author,title,description,url,urlToImage,publishedAt,content
35,"{'id': 'reuters', 'name': 'Reuters'}",,Power costs could force metal producers from Europe - Eurometaux - Reuters,"Rising power prices could lead to metal producers moving operations away from Europe and undermine EU carbon-cutting plans, non-ferrous metals industry association Eurometaux has warned the European Commission.",https://www.reuters.com/world/europe/power-costs-could-force-metal-producers-europe-eurometaux-2021-09-27/,https://www.reuters.com/resizer/WGl3LsiVvv5T4bkiLrLgJ08JFLU=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/X7ARZS4DJZJOJG5EOLX3YYPM6M.jpg,2021-09-27T11:02:00Z,"Cans of Cisk Lager are seen on a conveyor belt at the beer packaging facility at Farsons Brewery in Mriehel, Malta June 4, 2018. REUTERS/Darrin Zammit LupiLONDON, Sept 27 (Reuters) - Rising power pri… [+1888 chars]"
36,"{'id': 'reuters', 'name': 'Reuters'}",,UN climate talks a 'catalyst' for action to curb warming -report - Reuters,"United Nations climate talks in November are a crucial catalyst for urgent action to keep a lid on global warming, a global coalition of 40 energy producers, industrial companies and financial institutions said on Thursday.",https://www.reuters.com/business/environment/un-climate-talks-catalyst-action-curb-warming-report-2021-09-29/,https://www.reuters.com/resizer/rpc3tiDpniuyee7QMdg1mrsfBzo=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/JYVNVSJYTBOFXFVEVUVV3OYKEI.jpg,2021-09-29T23:09:00Z,"Steam rises at sunrise from the Lethabo Power Station, a coal-fired power station owned by state power utility ESKOM near Sasolburg, South Africa, March 2, 2016. REUTERS/Siphiwe SibekoLONDON, Sept 30… [+2781 chars]"
37,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,China's blue-chips end lower as lending data disappoints - Reuters,"Chinese blue-chips ended lower on Monday, dragged down by semiconductors and tourism stocks, after an official data showed new bank lending in Beijing rose less than expected last month, while Shanghai shares closed higher.",https://www.reuters.com/article/china-stocks-close-idUSAZN01LYES,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-09-13T07:37:00Z,"By Reuters Staff
SHANGHAI, Sept 13 (Reuters) - Chinese blue-chips ended lower on Monday, dragged down by semiconductors and tourism stocks, after an official data showed new bank lending in Beijing … [+1745 chars]"
38,"{'id': None, 'name': 'VentureBeat'}",Kyle Wiggers,AI can estimate corporate greenhouse gas emissions,Researchers claim to have developed a model that can estimate the greenhouse gas emissions of companies in a range of industries.,http://venturebeat.com/2021/09/13/ai-can-estimate-corporate-greenhouse-gas-emissions/,https://venturebeat.com/wp-content/uploads/2019/09/climate-change-e1571844079918.jpg?w=1200&strip=all,2021-09-13T19:55:39Z,"The Transform Technology Summits start October 13th with Low-Code/No Code: Enabling Enterprise Agility. Register now!
In 2015, representatives from more than 196 countries met in Le Bourget, France,… [+4534 chars]"
39,"{'id': None, 'name': 'New York Times'}",The New York Times,U.S. South at Risk of Floods From Tropical Depression Nicholas,Forecasters warned that the storm could produce life-threatening flash flooding as it moves east through Louisiana on Wednesday.,https://www.nytimes.com/live/2021/09/15/us/climate-change,https://static01.nyt.com/images/2021/09/14/us/14weather-climate-vid-cover/merlin_194766339_720ec4fa-3197-47c8-b2b8-0ba940736f64-facebookJumbo.jpg,2021-09-15T10:01:31Z,"ARVADA, Colo. President Biden warned on Tuesday that the United States had only a decade left to confront a global climate crisis, using his second day touring a wildfire-ravaged West to try to rally… [+6784 chars]"
40,"{'id': None, 'name': 'Fast Company'}",Adele Peters,This startup keeps CO2 out of the air by injecting ‘bio oil’ underground,"Turning waste that would otherwise be burned into a viscous liquid lets Charm Industrial keep the potential emissions in a safe place.
A few years ago, as CEO of the tech company Segment, Peter Reinhardt started researching how the company could offset its em…",https://www.fastcompany.com/90677039/this-startup-keeps-co2-out-of-the-air-by-injecting-bio-oil-underground?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=feedburner+fastcompany&utm_content=feedburner,"https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2021/09/p-01-90677039-this-startup-injects-and8216bio-oiland8217-underground-to-permanently-sequester-co2.jpg",2021-09-16T06:00:00Z,"A few years ago, as CEO of the tech company Segment, Peter Reinhardt started researching how the company could offset its emissions. He didn’t like the options. Nature-based solutions like reforestat… [+4940 chars]"
41,"{'id': 'reuters', 'name': 'Reuters'}",,"Sweden's Vattenfall raises emission targets, eyes 2040 net zero goal - Reuters","Swedish energy company Vattenfall (VATN.UL) said on Monday it increased its emission reduction goals for 2030 and brought forward its net zero target by 10 years to 2040, by phasing out coal and increasing wind and solar capacity.",https://www.reuters.com/business/sustainable-business/swedens-vattenfall-raises-emission-targets-eyes-2040-net-zero-goal-2021-09-20/,https://www.reuters.com/resizer/QsEhdL5k9H-rLweXL2aApmdgBgg=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/A5DOD52YBZKQLGU4TYCKDXCICI.jpg,2021-09-20T04:36:00Z,"Windmills are seen in the ""Dan Tysk"" wind park of Swedish energy company Vattenfall and Stadtwerke Munich (public services Munich), located west of the German island of Sylt in the North Sea, April 2… [+2201 chars]"
42,"{'id': None, 'name': 'Zacks.com'}",Zacks Equity Research,"TotalEnergies (TTE) Issues Outlook, Focuses on Clean Energy",TotalEnergies (TTE) reiterates its goal of achieving net-zero emissions by 2050. It is making substantial investments to enhance clean energy producti...,http://www.zacks.com/stock/news/1802524/totalenergies-tte-issues-outlook-focuses-on-clean-energy?cid=CS-ENTREPRENEUR-FT-analyst_blog|company_news_-_corporate_actions-1802524,https://assets.entrepreneur.com/providers/zacks/hero-image-zacks-388393.jpeg,2021-09-29T14:40:00Z,"TotalEnergies SETTE reaffirmed its strategy of producing multiple sources of energy, with a primary focus on cutting carbon emissions. TotalEnergies is on course to meet its target of net-zero carbon… [+3879 chars]"
43,"{'id': 'ars-technica', 'name': 'Ars Technica'}",Jonathan M. Gitlin,"Forget the looks, love the tech: The $83,200 BMW iX electric SUV",The iX has a range of 300 miles and all of BMW's latest and greatest tech.,https://arstechnica.com/cars/2021/09/forget-the-looks-love-the-tech-the-83200-bmw-ix-electric-suv/,https://cdn.arstechnica.net/wp-content/uploads/2021/09/BMW-iX-feature-image-e1632777498117-760x380.jpg,2021-09-28T22:01:56Z,"Enlarge/ The $83,500 BMW iX is the brand's new technology flagship. It's a battery electric SUV with a range of more than 300 miles.
8 with 8 posters participating
BMW provided flights to Munich an… [+8399 chars]"
44,"{'id': 'reuters', 'name': 'Reuters'}",,U.S. Democrats unveil details of $150 bln clean electricity plan in budget bill - Reuters,"House of Representatives Democrats unveiled details on Thursday of a proposed $150 billion payment program aimed at wringing greenhouse gas emissions out of the electricity sector, a cornerstone of the Biden administration's plan to address climate change.",https://www.reuters.com/world/us/us-democrats-unveil-details-150-bln-clean-electricity-plan-budget-bill-2021-09-09/,https://www.reuters.com/resizer/zDqNPUVk9euuWt2LHChvuKoqJGo=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/WIKTETYQA5OM3BXPVAMQ4DML6U.jpg,2021-09-09T21:44:00Z,"Exhaust rises from the East Bend Generating Station, a coal-fired power plant owned and operated by Duke Energy, along the Ohio River in Union, Kentucky, U.S., September 14, 2017. Photograph taken at… [+2840 chars]"
45,"{'id': 'reuters', 'name': 'Reuters'}",,Australia's top coal-exporting state may halve carbon emissions by 2030 - Reuters,"Australia's New South Wales state, the country's biggest coal producer, said on Wednesday it expects to cut its carbon emissions by 50% from 2005 levels by 2030, setting the pace on climate action in a country seen as a global laggard.",https://www.reuters.com/world/asia-pacific/australias-top-coal-exporting-state-may-halve-carbon-emissions-by-2030-2021-09-28/,https://www.reuters.com/resizer/kBWiqmEfUSy0DbF_HYDegAkQDLw=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/E7JAPTDIENI3ZITELUQNM2DY7A.jpg,2021-09-28T14:05:00Z,"Coal is unloaded onto large piles at the Ulan Coal mines near the central New South Wales rural town of Mudgee in Australia, March 8, 2018. REUTERS/David GrayMELBOURNE, Sept 29 (Reuters) - Australia'… [+1970 chars]"
46,"{'id': 'business-insider', 'name': 'Business Insider'}",cshumba@insider.com (Camomile Shumba),"Bitcoin mining will contribute just 0.9% to total global emissions by 2030, even in the most bullish price scenario: NYDIG",Bitcoin mining will only contribute to 0.9% of global carbon emissions even if the coin's price were to hit a mind-boggling $10 trillion by 2030.,https://markets.businessinsider.com/news/currencies/bitcoin-mining-09-total-global-emissions-2030-bullish-price-nydig-2021-9,https://images2.markets.businessinsider.com/614b39b5de0e7b00194bbe5a?format=jpeg,2021-09-22T14:32:00Z,"Mining machines
FEDERICO PARRA / Getty Images
Bitcoin mining will only contribute to 0.9% of global carbon emissions even if the coin's price were to hit a mind-boggling $10 trillion by 2030, accor… [+2105 chars]"
47,"{'id': 'the-next-web', 'name': 'The Next Web'}",Cate Lawrence,IAA 2021 recap: Going big on micromobility and greenwashing,"It’s September, and in-person events are slowly returning to Europe. This week saw the return of the IAA fair. It moved from Frankfurt to Munich, and its new rebrand is the IAA Mobility> It’s an opportunity for car markers to show off their latest designs and…",https://thenextweb.com/news/can-iaa-mobility-stay-relevant-and-who-is-it-for,https://img-cdn.tnwcdn.com/image/shift?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2021%2F09%2Frsz_kopie_von_pk-mercedes_benz_ag-0370.jpeg&signature=52a6dbde628eb6eef7ded2a22f054f47,2021-09-08T12:35:31Z,"If you drank a shot every time you heard the words electric vehicle or carbon emissions, youd be drunk in a minute or two. What we see at IAA is car markers pushing to get ahead to regulators in show… [+179 chars]"
48,"{'id': None, 'name': 'Zacks.com'}",Zacks Equity Research,"TransAlta (TAC) Unfolds Renewable Plans, Hikes 2022 Dividend","TransAlta (TAC) unveils plans to lower emissions by 70% within 2030 from its 2005 levels and become carbon-neutral by 2050. Also, it ups 2022 dividend...",http://www.zacks.com/stock/news/1802748/transalta-tac-unfolds-renewable-plans-hikes-2022-dividend?cid=CS-ENTREPRENEUR-FT-analyst_blog|company_news_-_energy_sector-1802748,https://assets.entrepreneur.com/providers/zacks/hero-image-zacks-388454.jpeg,2021-09-29T17:59:00Z,TransAlta CorporationTAC announces its strategic growth plans that will position it as a leader in delivering clean electricity. It aims to add 2 Gigawatt (GW) of capacity to its portfolio by develop… [+3779 chars]
49,"{'id': None, 'name': 'Global News'}",Staff,"Trudeau vows to regulate oil and gas emissions, electric car sales - Global News","<ol><li>Trudeau vows to regulate oil and gas emissions, electric car sales  Global News
</li><li>Trudeau says he won't back down after protesters hurl death threats, racist and sexist slurs  CBC.ca
</li><li>'Their hearts are not in it.' Liberals in Atlantic…",https://globalnews.ca/news/8150115/liberals-oil-gas-emissions/,https://globalnews.ca/wp-content/uploads/2021/08/CP130851755.jpg?quality=85&strip=all&w=720&h=379&crop=1,2021-08-29T17:40:06Z,"Liberal Leader Justin Trudeau put climate change on his campaign agenda Sunday, laying out a promise to begin regulating total emissions from Canada’s oil and gas producers and invest heavily in job … [+4084 chars]"
50,"{'id': None, 'name': 'Fast Company'}",Adele Peters,The world is aiming for net zero emissions by 2050. It’s time to admit it’s not enough,"Governments and businesses have settled on an easy-to-remember climate goal. But even if we achieve it, we’ll still face climate disasters that could be prevented with bolder action.
Thirty-three years ago, on a sweltering summer day in 1988, NASA scientist J…",https://www.fastcompany.com/90659281/the-world-is-aiming-for-net-zero-emissions-by-2050-its-time-to-admit-its-not-enough?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=feedburner+fastcompany&utm_content=feedburner,"https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2021/09/p-1-90659281-net-zero-by-2050-isnand8217t-enough.jpg",2021-09-13T06:00:20Z,"Thirty-three years ago, on a sweltering summer day in 1988, NASA scientist James Hansen stood up in front of Congress and testified about an existential threat to the planet: The climate was changing… [+14932 chars]"
51,"{'id': 'reuters', 'name': 'Reuters'}",,Iveco charts future after CNH with Nikola electric truck deal - Reuters,"Iveco, the truck and bus business of Italian-American CNH Industrial <a href=""https://www.reuters.com/companies/CNHI.MI"" target=""_blank"">(CNHI.MI)</a>, is pressing ahead with plans for a spin-off aimed at expanding electric vehicle production, its CEO-designa…",https://www.reuters.com/business/autos-transportation/iveco-charts-future-after-cnh-with-nikola-electric-truck-deal-2021-09-15/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=52,2021-09-15T15:49:00Z,"ULM, Germany, Sept 15 (Reuters) - Iveco, the truck and bus business of Italian-American CNH Industrial (CNHI.MI), is pressing ahead with plans for a spin-off aimed at expanding electric vehicle produ… [+2736 chars]"
52,"{'id': None, 'name': 'Autoblog'}",Reuters,Biden infrastructure plan takes on EV charging’s inequality problem,"Filed under:
 Government/Legal,Green,Green Culture,Electric,Infrastructure
 Continue reading Biden infrastructure plan takes on EV charging’s inequality problem
Biden infrastructure plan takes on EV charging’s inequality problem originally appeared on Autoblo…",https://www.autoblog.com/2021/09/01/biden-infrastructure-on-charging-inequality/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2021/09/01075711/charging_hyundai_kona.jpg,2021-09-01T12:14:00Z,"The Biden administration has an ambitious $7.5 billion plan to expand electric vehicle charging to underserved areas, but it must first overcome a host of obstacles that have discouraged private inve… [+5722 chars]"
53,"{'id': None, 'name': 'The Guardian'}",Mark Sweney,Watchdog to launch crackdown on ads falsely claiming green credentials,The ASAwill conduct a series of inquiries into environmental advertising claims and practicesAirline ads that encourage taking too many flights and carmakers that show SUVs tearing up the countryside are set to fall foul of a crackdown on marketing that encou…,https://amp.theguardian.com/media/2021/sep/23/watchdog-to-launch-crackdown-on-ads-falsely-claiming-green-credentials,https://i.guim.co.uk/img/media/35d390235ba48255150efaa745b74ded8d6001ec/0_26_5171_3104/master/5171.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=515d33691ceb6a8541c4fd0080ba7b13,2021-09-23T05:00:39Z,Airline ads that encourage taking too many flights and carmakers that show SUVs tearing up the countryside are set to fall foul of a crackdown on marketing that encourages environmentally irresponsib… [+3278 chars]
54,"{'id': 'reuters', 'name': 'Reuters'}",,EXCLUSIVE California Bay area regulators probe Phillips 66 refinery work -email - Reuters,"California Bay Area regulators are investigating whether Phillips 66 failed to obtain necessary permits to produce renewable fuels at its oil refinery in Rodeo, according to an email reviewed by Reuters.",https://www.reuters.com/business/energy/exclusive-california-bay-area-regulators-probe-phillips-66-refinery-work-email-2021-09-15/,https://www.reuters.com/resizer/vYATYamT19teqLtCloc4THiIZlk=/800x419/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/ATWSHH6HKJKBHJD3REXWWPZOLU.jpg,2021-09-15T15:30:00Z,"U.S. oil company Phillips 66 headquarters in Houston, Texas, U.S., September 27, 2020. Picture taken September 27, 2020. REUTERS/Gary McWilliamsSept 15 (Reuters) - California Bay Area regulators are … [+3653 chars]"
55,"{'id': 'reuters', 'name': 'Reuters'}",,Breakdown: Beware Aussie net-zero greenwashing - Reuters,"It’s tempting to hope the Australian government led by Prime Minister Scott Morrison is starting to see the light on climate change. In a speech on Friday, Treasurer Josh Frydenberg called it a “structural and seismic shift” for the country’s financial system…",https://www.reuters.com/breakingviews/breakdown-beware-aussie-net-zero-greenwashing-2021-09-27/,https://www.reuters.com/resizer/K7LJRSS6jpij_0pZ-edh9ATW5Ig=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/24PSAXADOVMYNKTPPKENPHEFOI.jpg,2021-09-27T02:52:00Z,"A firefighter from a local brigade works to extinguish flames after a bushfire burnt through the area in Bredbo, New South Wales, Australia, February 2, 2020. REUTERS/Loren Elliott MELBOURNE, Sept 27… [+8901 chars]"
56,"{'id': 'reuters', 'name': 'Reuters'}",Reuters,"Factbox: Pros and cons for El Salvador, the first bitcoin nation - Reuters","El Salvador will on Tuesday become the first country in the world to recognize bitcoin as legal tender, a move President Nayib Bukele says will save Salvadorans living abroad millions of dollars in commissions on money they send home.",https://www.reuters.com/technology/pros-cons-el-salvador-first-bitcoin-nation-2021-09-06/,https://www.reuters.com/resizer/i-rujrihQEoPn0oJnXp9pnt5twM=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/N3LQ3RRWE5PRRGKH3DX4VLW3RE.jpg,2021-09-06T20:42:00Z,"A banner that reads ""We accept Bitcoin, free, fast and without contagion"" is seen at a beach cafe on Punta Roca Beach in La Libertad, El Salvador April 25, 2021. REUTERS/Jose CabezasSAN SALVADOR, Sep… [+3821 chars]"
57,"{'id': 'ars-technica', 'name': 'Ars Technica'}",Tim De Chant,Old coal plant is now mining bitcoin for a utility company,Bitcoin is breathing new life into another ailing power plant.,https://arstechnica.com/tech-policy/2021/09/old-coal-plant-is-now-mining-bitcoin-for-a-utility-company/,https://cdn.arstechnica.net/wp-content/uploads/2018/01/bitcoin-lightning-760x380.jpg,2021-09-24T20:30:09Z,"19 with 16 posters participating
Bitcoins massive power consumption is the cryptocurrencys dirty secret. To mine bitcoin, computers across the globe chew through enough electricity to power a medium… [+3500 chars]"
58,"{'id': None, 'name': 'Autoblog'}",Reuters,Why BMW and Daimler are being sued over climate change,"Filed under:
 Government/Legal,Green,BMW,Mercedes-Benz,Volkswagen,Emissions
 Continue reading Why BMW and Daimler are being sued over climate change
Why BMW and Daimler are being sued over climate change originally appeared on Autoblog on Tue, 21 Sep 2021 08:…",https://www.autoblog.com/2021/09/21/bmw-mercedes-benz-sued-over-climate-change/,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2021/06/01171438/P90422121_highRes.jpg,2021-09-21T12:30:00Z,BERLIN German activists have filed a lawsuit against automakers BMW and Daimler for refusing to tighten carbon emissions goals and give up fossil fuel-emitting cars by 2030. It's the first time Germa… [+5210 chars]
59,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Climate change: Why India can't live without coal,Can the world's third largest emitter of fossil fuels end its reliance on coal?,https://www.bbc.co.uk/news/world-asia-india-58706229,https://ichef.bbci.co.uk/news/1024/branded_news/11E91/production/_120716337_gettyimages-1227824340.jpg,2021-09-28T04:51:23Z,"Rajini VaidyanathanBBC South Asia Correspondent 
image source, Getty Images
image captionCoal accounts for more than 70% of India's energy production
India, the world's third largest emitter of fo… [+5682 chars]"
60,"{'id': 'reuters', 'name': 'Reuters'}",,South Africa tells Western envoys it needs funds to shift from coal - Reuters,"South Africa told visiting climate envoys from the United States, Britain, Germany and France that it needs major financial support to move away from coal, the environment department said on Wednesday.",https://www.reuters.com/world/africa/south-africa-tells-western-envoys-it-needs-funds-shift-coal-2021-09-29/,https://www.reuters.com/resizer/O11Zcj9VeTAWm40FEfF9dzObHP4=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/JXF73AZJVNI7VDOQ3WHPKW4UCQ.jpg,2021-09-29T16:47:00Z,"Steam rises at sunrise from the Lethabo Power Station, a coal-fired power station owned by state power utility ESKOM near Sasolburg, South Africa, March 2, 2016. REUTERS/Siphiwe Sibeko/File PhotoJOHA… [+2465 chars]"
61,"{'id': 'reuters', 'name': 'Reuters'}",,German auto giants place their bets on hydrogen cars - Reuters,"Battery power may be the frontrunner to become the car technology of the future, but don't rule out the underdog hydrogen.",https://www.reuters.com/technology/german-auto-giants-place-their-bets-hydrogen-cars-2021-09-22/,https://www.reuters.com/resizer/6G04b5k7QvSYzQ5MWZGI9pX-ZRA=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/BQSLEQ4OENJGRONXAUXGJDPN7U.jpg,2021-09-22T05:09:00Z,"BMW iX5 Hydrogen is seen during Munich Auto Show, IAA Mobility 2021 in Munich, Germany, September 8, 2021. REUTERS/Wolfgang RattayMUNICH, Sept 22 (Reuters) - Battery power may be the frontrunner to b… [+7459 chars]"
62,"{'id': 'reuters', 'name': 'Reuters'}",,Illinois Senate close to providing lifeline to 3 nuclear power plants - Reuters,The Illinois Senate is expected to vote on a wide-ranging energy bill on Monday that contains incentives to prevent Exelon Corp from shutting three nuclear power plants just hours before the company threatened to close the first one.,https://www.reuters.com/world/us/illinois-senate-close-providing-lifeline-3-nuclear-power-plants-2021-09-13/,https://www.reuters.com/resizer/Zc-jibFA2p5nwApr_vfERH29Kc4=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/BDTZFD2KN5PCHH2U7D4K6HECQ4.jpg,2021-09-13T16:48:00Z,"WASHINGTON, Sept 13 (Reuters) - The Illinois Senate is expected to vote on a wide-ranging energy bill on Monday that contains incentives to prevent Exelon Corp from shutting three nuclear power plant… [+1888 chars]"
63,"{'id': None, 'name': 'Autoblog'}",Jonathon Ramsey,"Genesis maps out its sustainable EV future, 14 years out","Filed under:
 Green,Genesis,Electric,Future,Luxury
 Continue reading Genesis maps out its sustainable EV future, 14 years out
Genesis maps out its sustainable EV future, 14 years out originally appeared on Autoblog on Thu, 2 Sep 2021 08:25:00 EDT. Please see …",https://www.autoblog.com/2021/09/02/genesis-product-roadmap-future-evs/,https://o.aolcdn.com/images/dims3/GLOB/crop/1575x886+0+0/resize/800x450!/format/jpg/quality/85/https://s.aolcdn.com/os/ab/_cms/2021/09/02040356/genesis_sustainable_ev_future.jpg,2021-09-02T12:25:00Z,"Genesis just did a cannonball into the clear blue waters of Earth's sustainable future, using a 12-minute livestream to announce eco-conscious commercial and electric-vehicle goals for the next 14 ye… [+2303 chars]"
64,"{'id': 'reuters', 'name': 'Reuters'}",,Australian court again rejects Kepco plans for thermal coal mine - Reuters,"An Australian state court has upheld a decision to deny approval for South Korean power utility Kepco to develop a thermal coal mine in New South Wales state due, in part, to its impact on climate change.",https://www.reuters.com/business/energy/australian-court-again-rejects-kepco-plans-thermal-coal-mine-2021-09-14/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=52,2021-09-14T08:22:00Z,"MELBOURNE, Sept 14 (Reuters) - An Australian state court has upheld a decision to deny approval for South Korean power utility Kepco to develop a thermal coal mine in New South Wales state due, in pa… [+1846 chars]"
65,"{'id': None, 'name': 'Scientific American'}","Nick Sobczyk, E&E News",Infrastructure Bill Could Cut Carbon Emissions By Nearly a Gigaton,"Provisions in the reconciliation package working its way through Congress would help meet Biden’s climate pledge

-- Read more on ScientificAmerican.com",https://www.scientificamerican.com/article/infrastructure-bill-could-cut-carbon-emissions-by-nearly-a-gigaton/,https://static.scientificamerican.com/sciam/cache/file/510F1927-61F6-4C2D-813B7AC7B6A408AF.jpg,2021-09-15T17:45:00Z,"The reconciliation bill working its way through Congress could cut U.S. greenhouse gas emissions by nearly a gigaton by 2030, according to a new report.
The analysis, released today by the Rhodium G… [+3108 chars]"
66,"{'id': 'reuters', 'name': 'Reuters'}",,Japan's Mitsui and partners to exit Mexico's gas power project - Reuters,"Four Japanese companies, including Mitsui & Co <a href=""https://www.reuters.com/companies/8031.T"" target=""_blank"">(8031.T)</a>, have agreed to sell their entire stakes in Mexican power plant operator MT Falcon Holdings to British fund Actis GP LLP for an undi…",https://www.reuters.com/business/energy/japans-mitsui-partners-exit-mexicos-gas-power-project-2021-09-16/,https://www.reuters.com/resizer/gL1gZpD4I1PJSBnqQCs711lRDlo=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/5GWCPQA4GVNYBMQPUH5LP4NBQA.jpg,2021-09-16T08:02:00Z,"The logo of Japanese trading company Mitsui &amp; Co. is seen in Tokyo, Japan, January 10, 2018. REUTERS/Toru Hanai/File PhotoTOKYO, Sept 16 (Reuters) - Four Japanese companies, including Mitsui &amp… [+1424 chars]"
67,"{'id': None, 'name': 'Zacks.com'}",Zacks Equity Research,"The Zacks Analyst Blog Highlights: Alliant Energy, Exelon, FirstEnergy and Duke Energy","The Zacks Analyst Blog Highlights: Alliant Energy, Exelon, FirstEnergy and Duke Energy",http://www.zacks.com/stock/news/1801621/the-zacks-analyst-blog-highlights-alliant-energy-exelon-firstenergy-and-duke-energy?cid=CS-ENTREPRENEUR-FT-press_releases-1801621,https://assets.entrepreneur.com/providers/zacks/hero-image-zacks-388073.jpeg,2021-09-28T10:51:00Z,"For Immediate Release
Chicago, IL September 28, 2021 Zacks.com announces the list of stocks featured in the Analyst Blog. Every day the Zacks Equity Research analysts discuss the latest news and eve… [+8288 chars]"
68,"{'id': None, 'name': 'Zacks.com'}",Zacks Equity Research,"Chevron (CVX), Mercuria to Form JV to Buy American Natural Gas",Chevron (CVX) plans to increase its renewable natural gas production by ten-fold within 2025 from its 2020-levels as part of its healthier returns and...,http://www.zacks.com/stock/news/1796368/chevron-cvx-mercuria-to-form-jv-to-buy-american-natural-gas?cid=CS-ENTREPRENEUR-FT-analyst_blog|company_news_-_energy_sector-1796368,https://assets.entrepreneur.com/providers/zacks/hero-image-zacks-385571.jpeg,2021-09-14T16:34:00Z,Chevron Corporations CVX subsidiary Chevron U.S.A. Inc. recently inked agreements with one of the world's leading integrated energy and commodities firms Mercuria Energy Trading (Mercuria) to form a … [+3701 chars]
69,"{'id': 'ars-technica', 'name': 'Ars Technica'}",Doug Johnson,"To limit warming to 1.5ºC, huge amounts of fossil fuels need to go unused","Nearly 60 percent of oil, 90 percent of coal should stay in the ground.",https://arstechnica.com/science/2021/09/to-limit-warming-to-1-5oc-huge-amounts-of-fossil-fuels-need-to-go-unused/,https://cdn.arstechnica.net/wp-content/uploads/2021/09/GettyImages-1297809831-760x380.jpg,2021-09-08T15:00:01Z,"Enlarge/ To reach our climate goals, we'll need to stop building these.
8 with 7 posters participating
A massive amount of fossil fuels will need to stay in the ground if the world is to reach its … [+4568 chars]"
70,"{'id': None, 'name': 'Zacks.com'}",Zacks Equity Research,FirstEnergy's (FE) Capex & Clean Energy Goals Augur Well,FirstEnergy's (FE) solid residential customer base along with capital activities to develop infrastructure and its focus on reducing emissions are lik...,http://www.zacks.com/stock/news/1799205/firstenergy-s-fe-capex-clean-energy-goals-augur-well?cid=CS-ENTREPRENEUR-FT-analyst_blog|zer_report_update-1799205,https://assets.entrepreneur.com/providers/zacks/hero-image-zacks-386874.jpeg,2021-09-21T17:52:00Z,"FirstEnergy Corporations FE expanding regulated base and improving transmission lines are likely to boost its earnings. Also, the companys efforts to reduce emission levels are expected to be benefic… [+3130 chars]"
71,"{'id': None, 'name': 'The Guardian'}",Letters,The building blocks needed to prevent climate catastrophe | Letters,"Readers respond to George Monbiot’s article on the impact of infrastructure projects on the environmentAs ever, George Monbiot hits the nail on the head with his article emphasising the need to reduce building, especially roads that just exacerbate climate de…",https://amp.theguardian.com/science/2021/sep/08/the-building-blocks-needed-to-prevent-climate-catastrophe,https://i.guim.co.uk/img/media/6d8a19193748843fbb0b755a6fa718e9a0587bf1/0_123_2464_1478/master/2464.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=c6ffc4b8fe9cd7021288e96533bccfbe,2021-09-08T17:27:30Z,"As ever, George Monbiot hits the nail on the head with his article emphasising the need to reduce building, especially roads that just exacerbate climate degradation (We cant build our way out of the… [+3277 chars]"
